xxxxxxxxxxxxxxxx
xxxxxxxxxxxxxxxx
xxxxxxxxxxxxxxxx
xxxxxxxxxxxxxxxx
xxxxxxxxxxxxxxxx
xxxxxxxxxxxxxxxx
xxxxxxxxxxxxxxxx
xxxxxxxxxxxxxxxx
xxxxxxxxxxxxxxxx
1111111001101001
1111111000100111
0000000101100010
0000100111001000
0001011011000101
0010010110010001
0011001010111011
0011101111011011
0100000000100011
0011111111010000
0011101101001011
0011001011100110
0010011100011000
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1111111001101001
1111111110110101
0000000001100100
0000000001000100
1111111111101111
1111111111101111
0000000001000100
0000000001100100
1111111110110101
1111111001101001
1111111000100111
0000000101100010
0000100111001000
0001011011000101
0010010110010001
0011001010111011
0011101111011011
0100000000100011
0011111111010000
0011101101001011
0011001011100110
0010011100011000
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
0010011100100010
0001100010010110
0000100001011110
1111011110010001
1110011101011001
1101100011001110
1100110011110000
1100010010001001
1100000000110000
1100000000110000
1100010010001001
1100110011110000
1101100011001110
1110011101011001
1111011110010001
0000100001011110
0001100010010110
0010011100100010
0011001100000001
0011101101101000
0011111110111110
0011111110111110
0011101101101000
0011001100000001
